air_temperature,air_pressure,relative_humidity,surface_downwelling_longwave_flux_in_air,surface_downwelling_shortwave_flux_in_air,precipitation_flux,eastward_wind,northward_wind,wind_speed,cloud_area_fraction,hours_since_forecast_issue,forecast_issue_datetime,ensemble,forecast_datetime_UTC
296.93817138671875,100154.3203125,82.72833251953125,404,0,1.4814814494457096e-4,0.8995482921600342,1.421572208404541,1.6822766065597534,99,0,2022-08-11T00:00:00Z,00,2022-08-11 00:00:00
297.2999572753906,100152.8828125,80.9231948852539,404,0,1.4814814494457096e-4,-0.3187503218650818,0.13383585214614868,2.2082674503326416,99,1,2022-08-11T00:00:00Z,00,2022-08-11 01:00:00
297.37860107421875,100157.984375,80.352569580078125,404,0,1.4814814494457096e-4,-1.1607282161712646,-0.7783152461051941,2.525440216064453,99,2,2022-08-11T00:00:00Z,00,2022-08-11 02:00:00
297.2207946777344,100168.515625,80.82257080078125,404,0,1.4814814494457096e-4,-1.6691160202026367,-1.3572708368301392,2.6595325469970703,99,3,2022-08-11T00:00:00Z,00,2022-08-11 03:00:00
296.8733825683594,100183.3828125,82.13932037353516,404,0,1.4814814494457096e-4,-1.8866444826126099,-1.645420789718628,2.6362812519073486,99,4,2022-08-11T00:00:00Z,00,2022-08-11 04:00:00
296.383056640625,100201.4765625,84.10893249511719,404,0,1.4814814494457096e-4,-1.8560444116592407,-1.685154676437378,2.4814233779907227,99,5,2022-08-11T00:00:00Z,00,2022-08-11 05:00:00
295.7966003417969,100221.703125,86.53753662109375,390,0,9.259259059035685e-6,-1.6200463771820068,-1.518862247467041,2.220696449279785,71,6,2022-08-11T00:00:00Z,00,2022-08-11 06:00:00
295.17059326171875,100242.9921875,89.191986083984375,390,0,9.259259059035685e-6,-1.22669517993927,-1.1937260627746582,1.8836278915405273,71,7,2022-08-11T00:00:00Z,00,2022-08-11 07:00:00
294.6009521484375,100264.453125,91.6821517944336,390,0,9.259259059035685e-6,-0.7452908754348755,-0.776099681854248,1.5149072408676147,71,8,2022-08-11T00:00:00Z,00,2022-08-11 08:00:00
294.193359375,100285.2109375,93.57862091064453,390,0,9.259259059035685e-6,-0.25044766068458557,-0.3371293842792511,1.1630146503448486,71,9,2022-08-11T00:00:00Z,00,2022-08-11 09:00:00
294.0534973144531,100304.3984375,94.4520034790039,390,0,9.259259059035685e-6,0.18322032690048218,0.05203850194811821,0.8764301538467407,71,10,2022-08-11T00:00:00Z,00,2022-08-11 10:00:00
294.2871398925781,100321.15625,93.872894287109375,390,0,9.259259059035685e-6,0.4810989797115326,0.32025766372680664,0.703633725643158,71,11,2022-08-11T00:00:00Z,00,2022-08-11 11:00:00
294.9999694824219,100334.6171875,91.41191101074219,405,125.00466918945313,0,0.5685741901397705,0.39638182520866394,0.6931054592132568,33,12,2022-08-11T00:00:00Z,00,2022-08-11 12:00:00
296.2485656738281,100343.7265625,86.835906982421875,405,318.95068359375,0,0.39760130643844604,0.23322844505310059,0.8743729591369629,33,13,2022-08-11T00:00:00Z,00,2022-08-11 13:00:00
297.89300537109375,100346.6171875,80.69681549072266,405,499.72735595703125,0,0.026413744315505028,-0.12052973359823227,1.2011542320251465,33,14,2022-08-11T00:00:00Z,00,2022-08-11 14:00:00
299.7442626953125,100341.2578125,73.74280548095703,405,655.0030517578125,0,-0.4601856768131256,-0.5922561287879944,1.6082149744033813,33,15,2022-08-11T00:00:00Z,00,2022-08-11 15:00:00
301.6132507324219,100325.59375,66.722076416015625,405,774.18292236328125,0,-0.9773940443992615,-1.109314203262329,2.030320644378662,33,16,2022-08-11T00:00:00Z,00,2022-08-11 16:00:00
303.31097412109375,100297.5703125,60.3828010559082,405,849.13134765625,0,-1.44040846824646,-1.5990674495697021,2.4022367000579834,33,17,2022-08-11T00:00:00Z,00,2022-08-11 17:00:00
304.6483154296875,100255.1484375,55.47317123413086,440.7840881347656,763.7574462890625,0,-1.7644262313842773,-1.9888793230056763,2.658729076385498,64,18,2022-08-11T00:00:00Z,00,2022-08-11 18:00:00
305.48248291015625,100197.890625,52.54118728637695,440.7840881347656,741.47894287109375,0,-1.8911305665969849,-2.2235381603240967,2.755344867706299,64,19,2022-08-11T00:00:00Z,00,2022-08-11 19:00:00
305.85546875,100131.8203125,51.33412551879883,440.7840881347656,676.08038330078125,0,-1.868149757385254,-2.3175323009490967,2.7307586669921875,64,20,2022-08-11T00:00:00Z,00,2022-08-11 20:00:00
305.8554992675781,100064.6015625,51.399078369140625,440.7840881347656,572.0081787109375,0,-1.7695984840393066,-2.302774667739868,2.6444265842437744,64,21,2022-08-11T00:00:00Z,00,2022-08-11 21:00:00
305.5707702636719,100003.859375,52.28313446044922,440.7840881347656,436.345458984375,0,-1.6695913076400757,-2.211178779602051,2.55580472946167,64,22,2022-08-11T00:00:00Z,00,2022-08-11 22:00:00
305.0895080566406,99957.2578125,53.533390045166016,440.7840881347656,278.32965087890625,0,-1.6422427892684937,-2.074657678604126,2.5243492126464844,64,23,2022-08-11T00:00:00Z,00,2022-08-11 23:00:00
304.4999694824219,99932.4375,54.696937561035156,416,60,0,-1.7616674900054932,-1.9251245260238647,2.6095166206359863,38,24,2022-08-11T00:00:00Z,00,2022-08-12 00:00:00
303.8731384277344,99934.546875,55.45738220214844,416,0,0,-2.076603651046753,-1.787131667137146,2.8496341705322266,38,25,2022-08-11T00:00:00Z,00,2022-08-12 01:00:00
303.21136474609375,99958.7578125,56.04440689086914,416,0,0,-2.5342838764190674,-1.6557879447937012,3.198514938354492,38,26,2022-08-11T00:00:00Z,00,2022-08-12 02:00:00
302.4997253417969,99997.75,56.82420349121094,416,0,0,-3.0565645694732666,-1.518841028213501,3.58884334564209,38,27,2022-08-11T00:00:00Z,00,2022-08-12 03:00:00
301.72332763671875,100044.203125,58.162967681884766,416,0,0,-3.5653018951416016,-1.3640388250350952,3.953303575515747,38,28,2022-08-11T00:00:00Z,00,2022-08-12 04:00:00
300.8673400878906,100090.7890625,60.42689514160156,416,0,0,-3.9823527336120605,-1.1791293621063232,4.22458028793335,38,29,2022-08-11T00:00:00Z,00,2022-08-12 05:00:00
299.9168395996094,100130.1875,63.982177734375,406,0,1.851851811807137e-5,-4.229572772979736,-0.9518603086471558,4.335357666015625,32,30,2022-08-11T00:00:00Z,00,2022-08-12 06:00:00
298.8807067871094,100156.8515625,68.98966217041016,406,0,1.851851811807137e-5,-4.251004695892334,-0.679135262966156,4.2400922775268555,32,31,2022-08-11T00:00:00Z,00,2022-08-12 07:00:00
297.8628845214844,100172.3203125,74.78880310058594,406,0,1.851851811807137e-5,-4.079436302185059,-0.3944801092147827,3.9803287982940674,32,32,2022-08-11T00:00:00Z,00,2022-08-12 08:00:00
296.99102783203125,100179.9296875,80.51371002197266,406,0,1.851851811807137e-5,-3.7698397636413574,-0.14057646691799164,3.619384288787842,32,33,2022-08-11T00:00:00Z,00,2022-08-12 09:00:00
296.3927917480469,100183,85.29846954345703,406,0,1.851851811807137e-5,-3.3771889209747314,0.039894070476293564,3.220576047897339,32,34,2022-08-11T00:00:00Z,00,2022-08-12 10:00:00
296.19586181640625,100184.84375,88.2771987915039,406,0,1.851851811807137e-5,-2.9564568996429443,0.10424994677305222,2.8472208976745605,32,35,2022-08-11T00:00:00Z,00,2022-08-12 11:00:00
296.5279235839844,100188.796875,88.58399963378906,411,121.91023254394531,9.259259059035685e-6,-2.562617063522339,0.009809570387005806,2.562635660171509,2,36,2022-08-11T00:00:00Z,00,2022-08-12 12:00:00
297.4639587402344,100197,85.65912628173828,411,314.5360107421875,9.259259059035685e-6,-2.241713285446167,-0.2672729194164276,2.414679527282715,2,37,2022-08-11T00:00:00Z,00,2022-08-12 13:00:00
298.86822509765625,100206.9296875,80.16747283935547,411,494.0496826171875,9.259259059035685e-6,-2.004072427749634,-0.6755006313323975,2.389378547668457,2,38,2022-08-11T00:00:00Z,00,2022-08-12 14:00:00
300.5523681640625,100214.875,73.08008575439453,411,648.20556640625,9.259259059035685e-6,-1.8510922193527222,-1.1445409059524536,2.457301378250122,2,39,2022-08-11T00:00:00Z,00,2022-08-12 15:00:00
302.3279724121094,100217.1484375,65.36800384521484,411,766.4849853515625,9.259259059035685e-6,-1.7841697931289673,-1.6040610074996948,2.5890164375305176,2,40,2022-08-11T00:00:00Z,00,2022-08-12 16:00:00
304.00665283203125,100210.03125,58.002281188964844,411,840.8135986328125,9.259259059035685e-6,-1.8047029972076416,-1.9837284088134766,2.755091905593872,2,41,2022-08-11T00:00:00Z,00,2022-08-12 17:00:00
305.3999938964844,100189.828125,51.953956604003906,451.05584716796875,700.006103515625,0,-1.914089322090149,-2.213210344314575,2.926095962524414,54,42,2022-08-11T00:00:00Z,00,2022-08-12 18:00:00
306.3584899902344,100154.609375,47.990299224853516,451.05584716796875,679.42138671875,0,-2.1085867881774902,-2.2415568828582764,3.077528238296509,54,43,2022-08-11T00:00:00Z,00,2022-08-12 19:00:00
306.887939453125,100109.53125,46.06346893310547,451.05584716796875,619.1976318359375,0,-2.363896369934082,-2.0953481197357178,3.2046120166778564,54,44,2022-08-11T00:00:00Z,00,2022-08-12 20:00:00
307.0330810546875,100061.5234375,45.921852111816406,451.05584716796875,523.4293212890625,0,-2.6505789756774902,-1.8205468654632568,3.307502031326294,54,45,2022-08-11T00:00:00Z,00,2022-08-12 21:00:00
306.838623046875,100017.515625,47.31382369995117,451.05584716796875,398.6346130371094,0,-2.9391963481903076,-1.4631160497665405,3.386353015899658,54,46,2022-08-11T00:00:00Z,00,2022-08-12 22:00:00
306.3492126464844,99984.4375,49.98776626586914,451.05584716796875,253.31092834472656,0,-3.2003095149993896,-1.0690182447433472,3.441318988800049,54,47,2022-08-11T00:00:00Z,00,2022-08-12 23:00:00
305.609619140625,99969.2109375,53.69206619262695,417.05584716796875,72,6.0185189795447513e-5,-3.40447998046875,-0.684216320514679,3.4725546836853027,23,48,2022-08-11T00:00:00Z,00,2022-08-13 00:00:00
304.6651306152344,99976.53125,58.16600799560547,417.05584716796875,0,6.0185189795447513e-5,-3.529489040374756,-0.3489401340484619,3.4810283184051514,23,49,2022-08-11T00:00:00Z,00,2022-08-13 01:00:00
303.5635070800781,100002.1015625,63.11248779296875,417.05584716796875,0,6.0185189795447513e-5,-3.581998825073242,-0.08048789203166962,3.470961570739746,23,50,2022-08-11T00:00:00Z,00,2022-08-13 02:00:00
302.35321044921875,100039.390625,68.225311279296875,417.05584716796875,0,6.0185189795447513e-5,-3.5758914947509766,0.10957518965005875,3.44739031791687,23,51,2022-08-11T00:00:00Z,00,2022-08-13 03:00:00
301.0826110839844,100081.859375,73.19828796386719,417.05584716796875,0,6.0185189795447513e-5,-3.5250489711761475,0.2096838355064392,3.4153494834899902,23,52,2022-08-11T00:00:00Z,00,2022-08-13 04:00:00
299.80010986328125,100122.9765625,77.72521209716797,417.05584716796875,0,6.0185189795447513e-5,-3.4433536529541016,0.2082728147506714,3.3798749446868896,23,53,2022-08-11T00:00:00Z,00,2022-08-13 05:00:00
298.5541687011719,100156.2109375,81.49989318847656,400,0,0,-3.3446874618530273,0.09377685189247131,3.3460018634796143,49,54,2022-08-11T00:00:00Z,00,2022-08-13 06:00:00
297.4012756347656,100176.7265625,84.25493621826172,400,0,0,-3.2427148818969727,-0.1353864222764969,3.3187289237976074,49,55,2022-08-11T00:00:00Z,00,2022-08-13 07:00:00
296.4305725097656,100186.5,85.87813568115234,400,0,0,-3.1502277851104736,-0.4408678114414215,3.3029074668884277,49,56,2022-08-11T00:00:00Z,00,2022-08-13 08:00:00
295.7392272949219,100189.2109375,86.29609680175781,400,0,0,-3.079800844192505,-0.7743352651596069,3.303351879119873,49,57,2022-08-11T00:00:00Z,00,2022-08-13 09:00:00
295.42449951171875,100188.5390625,85.4354248046875,400,0,0,-3.044008255004883,-1.0874567031860352,3.324876546859741,49,58,2022-08-11T00:00:00Z,00,2022-08-13 10:00:00
295.5836181640625,100188.1640625,83.22270965576172,400,0,0,-3.055424213409424,-1.3319001197814941,3.37229585647583,49,59,2022-08-11T00:00:00Z,00,2022-08-13 11:00:00
296.3138122558594,100191.7734375,79.584564208984375,408.15771484375,121.10665130615234,0,-3.1266233921051025,-1.4593334197998047,3.4504241943359375,24,60,2022-08-11T00:00:00Z,00,2022-08-13 12:00:00
297.6614074707031,100201.6640625,74.54924774169922,408.15771484375,316.045654296875,0,-3.2629358768463135,-1.4356006383895874,3.559987783432007,24,61,2022-08-11T00:00:00Z,00,2022-08-13 13:00:00
299.4691162109375,100214.640625,68.55170440673828,408.15771484375,497.6800842285156,0,-3.4407169818878174,-1.2832502126693726,3.6853601932525635,24,62,2022-08-11T00:00:00Z,00,2022-08-13 14:00:00
301.52880859375,100226.1328125,62.128543853759766,408.15771484375,653.61932373046875,0,-3.629077911376953,-1.0390067100524902,3.80682635307312,24,63,2022-08-11T00:00:00Z,00,2022-08-13 15:00:00
303.63232421875,100231.578125,55.81637191772461,408.15771484375,773.2227783203125,0,-3.7971301078796387,-0.739594578742981,3.9046719074249268,24,64,2022-08-11T00:00:00Z,00,2022-08-13 16:00:00
305.57147216796875,100226.40625,50.15180206298828,408.15771484375,848.3255615234375,0,-3.9139842987060547,-0.42173856496810913,3.959181785583496,24,65,2022-08-11T00:00:00Z,00,2022-08-13 17:00:00
307.1381530761719,100206.0390625,45.67144012451172,435,850.7877197265625,0,-3.9487524032592773,-0.1221630796790123,3.950641632080078,29,66,2022-08-11T00:00:00Z,00,2022-08-13 18:00:00
308.1701965332031,100167.859375,42.77659225463867,435,825.55712890625,0,-3.880765438079834,0.1296396255493164,3.8664989471435547,29,67,2022-08-11T00:00:00Z,00,2022-08-13 19:00:00
308.6895446777344,100117.046875,41.32734298706055,435,752.00341796875,0,-3.7302346229553223,0.33310672640800476,3.7228519916534424,29,68,2022-08-11T00:00:00Z,00,2022-08-13 20:00:00
308.76422119140625,100060.703125,41.04848861694336,435,635.1275634765625,0,-3.527592182159424,0.4949077367782593,3.542961359024048,29,69,2022-08-11T00:00:00Z,00,2022-08-13 21:00:00
