air_temperature,air_pressure,relative_humidity,surface_downwelling_longwave_flux_in_air,surface_downwelling_shortwave_flux_in_air,precipitation_flux,eastward_wind,northward_wind,wind_speed,cloud_area_fraction,hours_since_forecast_issue,forecast_issue_datetime,ensemble,forecast_datetime_UTC
307.9348449707031,99889.4609375,34.678001403808594,410.4600830078125,72,0,-4.222153186798096,-0.10231689363718033,4.223392486572266,10,0,2022-08-14T00:00:00Z,00,2022-08-14 00:00:00
306.59967041015625,99924.609375,37.253814697265625,410.4600830078125,0,0,-3.833434820175171,0.4782639741897583,4.021075248718262,10,1,2022-08-14T00:00:00Z,00,2022-08-14 01:00:00
305.1822204589844,99955.2421875,41.30955505371094,410.4600830078125,0,0,-3.4596102237701416,0.9023249745368958,3.7764334678649902,10,2,2022-08-14T00:00:00Z,00,2022-08-14 02:00:00
303.718505859375,99981.5546875,46.56550598144531,410.4600830078125,0,0,-3.1028318405151367,1.1885777711868286,3.4994897842407227,10,3,2022-08-14T00:00:00Z,00,2022-08-14 03:00:00
302.2445373535156,100003.703125,52.74195861816406,410.4600830078125,0,0,-2.765251636505127,1.3557342290878296,3.200265645980835,10,4,2022-08-14T00:00:00Z,00,2022-08-14 04:00:00
300.7962646484375,100021.890625,59.559207916259766,410.4600830078125,0,0,-2.449021577835083,1.4225059747695923,2.8887832164764404,10,5,2022-08-14T00:00:00Z,00,2022-08-14 05:00:00
299.4097595214844,100036.2734375,66.73754119873047,395,0,0,-2.1562938690185547,1.4076049327850342,2.575064182281494,0,6,2022-08-14T00:00:00Z,00,2022-08-14 06:00:00
298.1297302246094,100047.265625,73.95063018798828,395,0,0,-1.8904492855072021,1.3325005769729614,2.271812677383423,0,7,2022-08-14T00:00:00Z,00,2022-08-14 07:00:00
297.03594970703125,100056.1484375,80.6856689453125,395,0,0,-1.6597844362258911,1.2296942472457886,2.0024609565734863,0,8,2022-08-14T00:00:00Z,00,2022-08-14 08:00:00
296.2169189453125,100064.4375,86.38323974609375,395,0,0,-1.4738246202468872,1.1344449520111084,1.793123722076416,0,9,2022-08-14T00:00:00Z,00,2022-08-14 09:00:00
295.7611999511719,100073.640625,90.483917236328125,395,0,0,-1.342095136642456,1.0820119380950928,1.6699155569076538,0,10,2022-08-14T00:00:00Z,00,2022-08-14 10:00:00
295.75726318359375,100085.2578125,92.42827606201172,395,0,0,-1.2741214036941528,1.107654094696045,1.658950924873352,0,11,2022-08-14T00:00:00Z,00,2022-08-14 11:00:00
296.2936706542969,100100.8125,91.656890869140625,422,106.43223571777344,0,-1.2794287204742432,1.2466307878494263,1.7863444089889526,38,12,2022-08-14T00:00:00Z,00,2022-08-14 12:00:00
297.4151611328125,100120.6953125,87.84343719482422,422,281.0143737792969,0,-1.3613979816436768,1.520411491394043,2.0648000240325928,38,13,2022-08-14T00:00:00Z,00,2022-08-14 13:00:00
298.99139404296875,100140.875,81.593963623046875,422,443.6479187011719,0,-1.4988327026367188,1.8953081369400024,2.4533796310424805,38,14,2022-08-14T00:00:00Z,00,2022-08-14 14:00:00
300.84832763671875,100156.203125,73.74761962890625,422,583.2381591796875,0,-1.6643916368484497,2.323842763900757,2.8977344036102295,38,15,2022-08-14T00:00:00Z,00,2022-08-14 15:00:00
302.8117980957031,100161.5390625,65.14354705810547,422,690.260009765625,0,-1.8307337760925293,2.758538007736206,3.343515634536743,38,16,2022-08-14T00:00:00Z,00,2022-08-14 16:00:00
304.7077941894531,100151.7421875,56.62089538574219,422,757.4072265625,0,-1.9705182313919067,3.1519157886505127,3.736374616622925,38,17,2022-08-14T00:00:00Z,00,2022-08-14 17:00:00
306.3621826171875,100121.6640625,49.01880645751953,460,664.94476318359375,0,-2.056403875350952,3.456498861312866,4.021962642669678,63,18,2022-08-14T00:00:00Z,00,2022-08-14 18:00:00
307.6318054199219,100068.71875,43.02462387084961,460,645.05157470703125,0,-2.0666537284851074,3.637758493423462,4.161163806915283,63,19,2022-08-14T00:00:00Z,00,2022-08-14 19:00:00
